Date,PlayerID,Training,SessionType,Duration,RPE,SessionLoad,DailyLoad,AcuteLoad,ChronicLoad,AcuteChronicRatio,ObjectiveRating,FocusRating,BestOutOfMyself
2017-09-03,3,No,NA,NA,NA,NA,NA,484.3,602.5,0.8,NA,NA,Absolutely
2017-09-03,6,No,NA,NA,NA,NA,NA,205,311.18,0.66,NA,NA,NA
2017-09-03,7,No,NA,NA,NA,NA,NA,383.6,552.68,0.69,NA,NA,Absolutely
2017-09-03,8,No,NA,NA,NA,NA,NA,477.1,539.82,0.88,NA,NA,NA
2017-09-03,10,No,NA,NA,NA,NA,NA,185,283.21,0.65,NA,NA,NA
2017-09-03,11,No,NA,NA,NA,NA,NA,428.6,549.46,0.78,NA,NA,Absolutely
2017-09-03,12,No,NA,NA,NA,NA,NA,165,320.71,0.51,NA,NA,NA
2017-09-03,13,Yes,Mobility/Recovery,30,0,0,0,632.9,651.96,0.97,NA,NA,Not at all
2017-09-03,14,No,NA,NA,NA,NA,NA,378.6,549.89,0.69,NA,NA,NA
2017-09-03,16,No,NA,NA,NA,NA,NA,233.6,165.71,1.41,NA,NA,Absolutely
2017-09-03,17,No,NA,NA,NA,NA,NA,141.4,181.07,0.78,NA,NA,NA
2017-09-02,1,No,NA,NA,NA,NA,NA,397.4,312.11,1.27,NA,NA,NA
2017-09-02,3,No,NA,NA,NA,NA,NA,634.3,642.14,0.99,NA,NA,Absolutely
2017-09-02,5,No,NA,NA,NA,NA,NA,NA,145.71,NA,NA,NA,NA
2017-09-02,7,No,NA,NA,NA,NA,NA,527.1,590.18,0.89,NA,NA,Absolutely
2017-09-02,8,No,NA,NA,NA,NA,NA,622.9,573.57,1.09,NA,NA,NA
2017-09-02,9,Yes,Strength,75,5,375,375,212.9,275.36,0.77,9,9,Absolutely
2017-09-02,11,No,NA,NA,NA,NA,NA,568.6,584.11,0.97,NA,NA,Absolutely
2017-09-02,12,No,NA,NA,NA,NA,NA,280.7,346.43,0.81,NA,NA,NA
2017-09-02,13,Yes,Mobility/Recovery,10,0,0,0,771.4,695.89,1.11,NA,NA,Not at all
2017-09-02,16,No,NA,NA,NA,NA,NA,330.4,165.71,1.99,NA,NA,Absolutely
2017-09-02,17,No,NA,NA,NA,NA,NA,141.4,191.61,0.74,NA,NA,NA
2017-09-01,1,Yes,Speed,60,4,240,840,397.4,312.11,1.27,10,10,NA
2017-09-01,1,Yes,Strength,90,5,450,NA,NA,NA,NA,10,10,NA
2017-09-01,1,Yes,Conditioning,50,3,150,NA,NA,NA,NA,10,10,NA
2017-09-01,3,Yes,Speed,45,5,225,1155,634.3,642.14,0.99,8,8,NA
2017-09-01,3,Yes,Strength,90,7,630,NA,NA,NA,NA,8,8,NA
2017-09-01,3,Yes,Conditioning,60,5,300,NA,NA,NA,NA,8,8,NA
2017-09-01,4,Yes,Speed,45,4,180,930,491.4,540.36,0.91,NA,NA,Absolutely
2017-09-01,4,Yes,Strength,90,5,450,NA,NA,NA,NA,NA,NA,Absolutely
2017-09-01,4,Yes,Conditioning,60,5,300,NA,NA,NA,NA,NA,NA,Absolutely
2017-09-01,7,Yes,Speed,60,5,300,1170,527.1,590.18,0.89,NA,NA,NA
2017-09-01,7,Yes,Strength,90,7,630,NA,NA,NA,NA,NA,NA,NA
2017-09-01,7,Yes,Conditioning,60,4,240,NA,NA,NA,NA,NA,NA,NA
2017-09-01,8,Yes,Speed,50,6,300,1500,622.9,574.11,1.08,NA,NA,Somewhat
2017-09-01,8,Yes,Strength,90,8,720,NA,NA,NA,NA,NA,NA,Somewhat
2017-09-01,8,Yes,Conditioning,60,8,480,NA,NA,NA,NA,NA,NA,Somewhat
2017-09-01,9,No,NA,NA,NA,NA,NA,159.3,261.96,0.61,NA,NA,Absolutely
2017-09-01,10,Yes,Strength,75,4,300,315,295,323.21,0.91,0,0,NA
2017-09-01,10,Yes,Mobility/Recovery,30,0,15,NA,NA,NA,NA,0,0,NA
2017-09-01,11,Yes,Speed,75,4,300,1165,568.6,584.11,0.97,10,10,Absolutely
2017-09-01,11,Yes,Strength,110,7,770,NA,NA,NA,NA,10,10,Absolutely
2017-09-01,11,Yes,Skills,50,1,50,NA,NA,NA,NA,10,10,Absolutely
2017-09-01,11,Yes,Mobility/Recovery,45,1,45,NA,NA,NA,NA,10,10,Absolutely
2017-09-01,13,Yes,Speed,45,5,225,1275,771.4,695.89,1.11,8,7,NA
2017-09-01,13,Yes,Strength,105,6,630,NA,NA,NA,NA,8,7,NA
2017-09-01,13,Yes,Conditioning,60,7,420,NA,NA,NA,NA,8,7,NA
2017-09-01,13,Yes,Mobility/Recovery,15,0,0,NA,NA,NA,NA,8,7,NA
2017-09-01,13,Yes,Speed,45,5,225,1275,771.4,695.89,1.11,8,8,NA
2017-09-01,13,Yes,Strength,105,6,630,NA,NA,NA,NA,8,8,NA
2017-09-01,13,Yes,Conditioning,60,7,420,NA,NA,NA,NA,8,8,NA
2017-09-01,13,Yes,Mobility/Recovery,15,0,0,NA,NA,NA,NA,8,8,NA
2017-09-01,14,Yes,Speed,40,4,160,1000,517.1,587.39,0.88,NA,NA,NA
2017-09-01,14,Yes,Strength,90,6,540,NA,NA,NA,NA,NA,NA,NA
2017-09-01,14,Yes,Conditioning,60,5,300,NA,NA,NA,NA,NA,NA,NA
2017-09-01,16,Yes,Speed,30,0,15,435,330.4,165.71,1.99,8,5,NA
2017-09-01,16,Yes,Strength,70,6,420,NA,NA,NA,NA,8,5,NA
2017-09-01,16,Yes,Skills,65,0,0,NA,NA,NA,NA,8,5,NA
2017-08-31,1,Yes,Strength,60,4,240,510,277.4,282.11,0.98,10,10,NA
2017-08-31,1,Yes,Skills,90,3,270,NA,NA,NA,NA,10,10,NA
2017-08-31,3,Yes,Conditioning,45,5,225,225,32.1,90.54,0.35,8,8,NA
2017-08-31,3,Yes,Speed,30,4,120,750,469.3,600.89,0.78,8,8,NA
2017-08-31,3,Yes,Strength,45,4,180,NA,NA,NA,NA,8,8,NA
2017-08-31,3,Yes,Skills,90,5,450,NA,NA,NA,NA,8,8,NA
2017-08-31,4,Yes,Strength,70,5,350,710,358.6,507.14,0.71,8,8,NA
2017-08-31,4,Yes,Skills,90,4,360,NA,NA,NA,NA,8,8,NA
2017-08-31,5,No,NA,NA,NA,NA,NA,NA,145.71,NA,NA,NA,NA
2017-08-31,6,Yes,Speed,20,3,60,580,367.9,311.18,1.18,8,8,NA
2017-08-31,6,Yes,Strength,40,4,160,NA,NA,NA,NA,8,8,NA
2017-08-31,6,Yes,Skills,90,4,360,NA,NA,NA,NA,8,8,NA
2017-08-31,7,Yes,Strength,75,5,375,735,360,548.39,0.66,9,9,NA
2017-08-31,7,Yes,Skills,90,4,360,NA,NA,NA,NA,9,9,NA
2017-08-31,8,Yes,Skills,90,4,360,760,408.6,520.54,0.78,9,7,NA
2017-08-31,8,Yes,Strength,80,5,400,NA,NA,NA,NA,9,7,NA
2017-08-31,9,Yes,Strength,60,6,360,380,112.1,28.04,4,9,9,Absolutely
2017-08-31,9,Yes,Mobility/Recovery,20,1,20,NA,NA,NA,NA,9,9,Absolutely
2017-08-31,10,Yes,Strength,75,3,225,225,250,311.96,0.8,0,0,Somewhat
2017-08-31,10,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,Not at all
2017-08-31,11,Yes,Conditioning,75,6,450,1020,402.1,542.5,0.74,8,10,Absolutely
2017-08-31,11,Yes,Strength,90,5,450,NA,NA,NA,NA,8,10,Absolutely
2017-08-31,11,Yes,Skills,60,2,120,NA,NA,NA,NA,8,10,Absolutely
2017-08-31,12,Yes,Speed,20,3,60,495,280.7,346.43,0.81,8,8,NA
2017-08-31,12,Yes,Strength,45,3,135,NA,NA,NA,NA,8,8,NA
2017-08-31,12,Yes,Skills,75,4,300,NA,NA,NA,NA,8,8,NA
2017-08-31,13,Yes,Strength,70,6,420,770,407.1,605.36,0.67,8,8,Absolutely
2017-08-31,13,Yes,Skills,70,5,350,NA,NA,NA,NA,8,8,Absolutely
2017-08-31,13,Yes,Mobility/Recovery,15,0,0,NA,NA,NA,NA,8,8,Absolutely
2017-08-31,13,No,NA,NA,NA,NA,NA,NA,503.57,NA,7,7,NA
2017-08-31,14,Yes,Speed,10,3,30,615,374.3,551.68,0.68,8,9,Absolutely
2017-08-31,14,Yes,Strength,45,5,225,NA,NA,NA,NA,8,9,Absolutely
2017-08-31,14,Yes,Skills,90,4,360,NA,NA,NA,NA,8,9,Absolutely
2017-08-31,16,Yes,Speed,30,3,90,545,268.3,150.18,1.79,8,6,Absolutely
2017-08-31,16,Yes,Strength,85,5,425,NA,NA,NA,NA,8,6,Absolutely
2017-08-31,16,Yes,Skills,90,0,0,NA,NA,NA,NA,8,6,Absolutely
2017-08-31,16,Yes,Mobility/Recovery,60,0,30,NA,NA,NA,NA,8,6,Absolutely
2017-08-30,1,Yes,Mobility/Recovery,45,0,22,22,350.3,263.89,1.33,NA,NA,NA
2017-08-30,2,Yes,Mobility/Recovery,45,1,45,45,320.7,232.68,1.38,NA,NA,NA
2017-08-30,3,Yes,Mobility/Recovery,60,3,180,270,535.7,606.79,0.88,8,8,NA
2017-08-30,3,Yes,Mobility/Recovery,30,3,90,NA,NA,NA,NA,8,8,NA
2017-08-30,4,Yes,Mobility/Recovery,60,1,60,60,424.3,518.75,0.82,NA,NA,NA
2017-08-30,7,Yes,Mobility/Recovery,45,2,90,90,432.1,522.14,0.83,NA,NA,NA
2017-08-30,8,Yes,Mobility/Recovery,60,1,60,60,470,517.5,0.91,NA,NA,Absolutely
2017-08-30,9,Yes,Conditioning,60,5,300,315,223.6,287.86,0.78,9,9,Absolutely
2017-08-30,9,Yes,Mobility/Recovery,30,0,15,NA,NA,NA,NA,9,9,Absolutely
2017-08-30,10,Yes,Mobility/Recovery,45,1,45,45,237.1,345.18,0.69,0,0,NA
2017-08-30,11,Yes,Mobility/Recovery,45,2,90,240,431.4,506.07,0.85,NA,NA,Absolutely
2017-08-30,11,Yes,Mobility/Recovery,30,1,30,NA,NA,NA,NA,NA,NA,Absolutely
2017-08-30,11,Yes,Mobility/Recovery,60,2,120,NA,NA,NA,NA,NA,NA,Absolutely
2017-08-30,12,Yes,Mobility/Recovery,60,2,120,120,210,328.75,0.64,8,8,NA
2017-08-30,13,Yes,Mobility/Recovery,45,0,0,0,495.7,623.93,0.79,NA,NA,Absolutely
2017-08-30,13,Yes,Mobility/Recovery,30,0,0,NA,NA,NA,NA,NA,NA,Absolutely
2017-08-30,14,Yes,Mobility/Recovery,45,1,45,45,507.9,575.25,0.88,NA,0,NA
2017-08-30,15,Yes,Conditioning,50,2,100,100,40,155,0.26,NA,NA,Absolutely
2017-08-30,16,Yes,Mobility/Recovery,70,0,35,75,239.7,130.71,1.83,7,7,NA
2017-08-30,16,Yes,Mobility/Recovery,40,1,40,NA,NA,NA,NA,7,7,NA
2017-08-30,17,Yes,Strength,60,3,180,530,188.6,191.61,0.98,NA,NA,NA
2017-08-30,17,Yes,Conditioning,50,7,350,NA,NA,NA,NA,NA,NA,NA
2017-08-29,1,Yes,Strength,90,5,450,630,347.1,263.11,1.32,NA,10,Absolutely
2017-08-29,1,Yes,Conditioning,45,4,180,NA,NA,NA,NA,NA,10,Absolutely
2017-08-29,2,Yes,Strength,90,7,630,640,417.1,231.07,1.81,NA,NA,NA
2017-08-29,2,Yes,Mobility/Recovery,10,1,10,NA,NA,NA,NA,NA,NA,NA
2017-08-29,3,Yes,Strength,90,7,630,990,582.9,625,0.93,8,8,NA
2017-08-29,3,Yes,Conditioning,60,6,360,NA,NA,NA,NA,8,8,NA
2017-08-29,4,Yes,Strength,100,6,600,870,530,516.61,1.03,8,8,NA
2017-08-29,4,Yes,Conditioning,45,6,270,NA,NA,NA,NA,8,8,NA
2017-08-29,6,Yes,Strength,90,6,540,855,574.7,290.46,1.98,NA,NA,NA
2017-08-29,6,Yes,Conditioning,45,7,315,NA,NA,NA,NA,NA,NA,NA
2017-08-29,7,Yes,Strength,75,6,450,690,513.6,518.93,0.99,7,6,NA
2017-08-29,7,Yes,Conditioning,60,4,240,NA,NA,NA,NA,7,6,NA
2017-08-29,8,Yes,Strength,90,8,720,1020,553.6,532.5,1.04,NA,NA,NA
2017-08-29,8,Yes,Conditioning,50,6,300,NA,NA,NA,NA,NA,NA,NA
2017-08-29,9,Yes,Conditioning,40,5,200,500,178.6,298.04,0.6,9,9,NA
2017-08-29,9,Yes,Strength,60,5,300,NA,NA,NA,NA,9,9,NA
2017-08-29,10,Yes,Strength,90,4,360,710,307.9,369.29,0.83,0,7,NA
2017-08-29,10,Yes,Conditioning,50,7,350,NA,NA,NA,NA,0,7,NA
2017-08-29,11,Yes,Strength,90,6,540,575,597.1,497.5,1.2,7,10,Absolutely
2017-08-29,11,Yes,Skills,35,1,35,NA,NA,NA,NA,7,10,Absolutely
2017-08-29,12,Yes,Strength,90,4,360,540,243.6,340.54,0.72,8,8,NA
2017-08-29,12,Yes,Conditioning,45,4,180,NA,NA,NA,NA,8,8,NA
2017-08-29,13,Yes,Strength,90,6,540,1110,620,664.11,0.93,8,8,Absolutely
2017-08-29,13,Yes,Conditioning,60,8,480,NA,NA,NA,NA,8,8,Absolutely
2017-08-29,13,Yes,Skills,30,3,90,NA,NA,NA,NA,8,8,Absolutely
2017-08-29,14,Yes,Strength,90,7,630,990,597.9,602.04,0.99,NA,NA,NA
2017-08-29,14,Yes,Conditioning,60,6,360,NA,NA,NA,NA,NA,NA,NA
2017-08-29,15,Yes,Strength,30,2,60,180,25.7,177.14,0.15,NA,NA,Absolutely
2017-08-29,15,Yes,Mobility/Recovery,30,2,60,NA,NA,NA,NA,NA,NA,Absolutely
2017-08-29,15,Yes,Speed,30,2,60,NA,NA,NA,NA,NA,NA,Absolutely
2017-08-29,16,Yes,Strength,90,5,450,580,289,128.04,2.26,10,9,Absolutely
2017-08-29,16,Yes,Conditioning,30,3,90,NA,NA,NA,NA,10,9,Absolutely
2017-08-29,16,Yes,Skills,45,0,0,NA,NA,NA,NA,10,9,Absolutely
2017-08-29,16,Yes,Mobility/Recovery,40,1,40,NA,NA,NA,NA,10,9,Absolutely
2017-08-29,17,Yes,Speed,40,3,120,460,172.9,172.68,1,7,8,NA
2017-08-29,17,Yes,Strength,60,4,240,NA,NA,NA,NA,7,8,NA
2017-08-29,17,Yes,Skills,50,2,100,NA,NA,NA,NA,7,8,NA
2017-08-28,1,Yes,Speed,60,4,240,780,257.1,240.61,1.07,10,10,NA
2017-08-28,1,Yes,Strength,90,4,360,NA,NA,NA,NA,10,10,NA
2017-08-28,1,Yes,Skills,60,3,180,NA,NA,NA,NA,10,10,NA
2017-08-28,2,Yes,Speed,45,4,180,660,332.1,208.21,1.6,7,6,NA
2017-08-28,2,Yes,Strength,60,6,360,NA,NA,NA,NA,7,6,NA
2017-08-28,2,Yes,Skills,60,2,120,NA,NA,NA,NA,7,6,NA
2017-08-28,3,Yes,Speed,60,5,300,1050,480,596.07,0.81,8,8,NA
2017-08-28,3,Yes,Strength,90,5,450,NA,NA,NA,NA,8,8,NA
2017-08-28,3,Yes,Skills,75,4,300,NA,NA,NA,NA,8,8,NA
2017-08-28,4,Yes,Speed,60,4,240,870,410,491.96,0.83,8,8,NA
2017-08-28,4,Yes,Strength,90,5,450,NA,NA,NA,NA,8,8,NA
2017-08-28,4,Yes,Skills,60,3,180,NA,NA,NA,NA,8,8,NA
2017-08-28,6,Yes,Speed,60,7,420,1140,461.1,259.93,1.77,8,7,Absolutely
2017-08-28,6,Yes,Strength,90,6,540,NA,NA,NA,NA,8,7,Absolutely
2017-08-28,6,Yes,Skills,60,3,180,NA,NA,NA,NA,8,7,Absolutely
2017-08-28,7,Yes,Speed,60,4,240,1005,427.9,494.29,0.87,7,6,NA
2017-08-28,7,Yes,Strength,90,6,540,NA,NA,NA,NA,7,6,NA
2017-08-28,7,Yes,Skills,75,3,225,NA,NA,NA,NA,7,6,NA
2017-08-28,8,Yes,Speed,60,4,240,1020,416.4,500.36,0.83,4,6,NA
2017-08-28,8,Yes,Strength,80,8,640,NA,NA,NA,NA,4,6,NA
2017-08-28,8,Yes,Skills,70,2,140,NA,NA,NA,NA,4,6,NA
2017-08-28,9,Yes,Conditioning,60,5,300,300,150,280.18,0.54,9,9,Absolutely
2017-08-28,9,Yes,Mobility/Recovery,30,0,0,NA,NA,NA,NA,9,9,Absolutely
2017-08-28,10,Yes,Speed,50,3,150,770,206.4,350.36,0.59,10,10,NA
2017-08-28,10,Yes,Strength,80,4,320,NA,NA,NA,NA,10,10,NA
2017-08-28,10,Yes,Skills,75,4,300,NA,NA,NA,NA,10,10,NA
2017-08-28,11,Yes,Speed,90,3,270,980,557.9,479.11,1.16,10,10,Absolutely
2017-08-28,11,Yes,Strength,100,5,500,NA,NA,NA,NA,10,10,Absolutely
2017-08-28,11,Yes,Skills,60,2,120,NA,NA,NA,NA,10,10,Absolutely
2017-08-28,11,Yes,Mobility/Recovery,45,2,90,NA,NA,NA,NA,10,10,Absolutely
2017-08-28,12,Yes,Speed,45,4,180,810,179.3,325.54,0.55,8,8,NA
2017-08-28,12,Yes,Strength,90,5,450,NA,NA,NA,NA,8,8,NA
2017-08-28,12,Yes,Skills,60,3,180,NA,NA,NA,NA,8,8,NA
2017-08-28,13,Yes,Speed,50,5,250,970,461.4,633.04,0.73,8,7,NA
2017-08-28,13,Yes,Strength,90,6,540,NA,NA,NA,NA,8,7,NA
2017-08-28,13,Yes,Skills,60,3,180,NA,NA,NA,NA,8,7,NA
2017-08-28,13,Yes,Mobility/Recovery,30,0,0,NA,NA,NA,NA,8,7,NA
2017-08-28,14,Yes,Speed,50,5,250,970,459.3,570.96,0.8,9,7,NA
2017-08-28,14,Yes,Strength,90,6,540,NA,NA,NA,NA,9,7,NA
2017-08-28,14,Yes,Skills,60,3,180,NA,NA,NA,NA,9,7,NA
2017-08-28,16,Yes,Speed,30,2,60,678,217.6,107.32,2.03,9,9,NA
2017-08-28,16,Yes,Strength,120,5,600,NA,NA,NA,NA,9,9,NA
2017-08-28,16,Yes,Skills,65,0,0,NA,NA,NA,NA,9,9,NA
2017-08-28,16,Yes,Mobility/Recovery,35,0,18,NA,NA,NA,NA,9,9,NA
2017-08-27,1,No,NA,NA,NA,NA,NA,300,232.04,1.29,NA,NA,NA
2017-08-27,2,No,NA,NA,NA,NA,NA,358.6,184.64,1.94,NA,NA,NA
2017-08-27,3,No,NA,NA,NA,NA,NA,450,582.68,0.77,NA,NA,NA
2017-08-27,5,No,NA,NA,NA,NA,NA,132.9,186.43,0.71,NA,NA,NA
2017-08-27,6,No,NA,NA,NA,NA,NA,478.3,219.21,2.18,NA,NA,NA
2017-08-27,7,No,NA,NA,NA,NA,NA,427.1,458.39,0.93,NA,NA,Absolutely
2017-08-27,8,No,NA,NA,NA,NA,NA,416.4,476.25,0.87,NA,NA,Absolutely
2017-08-27,9,No,NA,NA,NA,NA,NA,158.6,283.93,0.56,NA,NA,NA
2017-08-27,10,No,NA,NA,NA,NA,NA,233.6,345.71,0.68,NA,NA,NA
2017-08-27,10,No,NA,NA,NA,NA,NA,233.6,345.71,0.68,NA,NA,NA
2017-08-27,11,No,NA,NA,NA,NA,NA,537.9,461.96,1.16,NA,NA,Absolutely
2017-08-27,12,No,NA,NA,NA,NA,NA,157.9,306.61,0.51,NA,NA,NA
2017-08-27,13,Yes,Mobility/Recovery,60,0,0,0,510,628.39,0.81,NA,NA,Not at all
2017-08-27,16,No,NA,NA,NA,NA,NA,223.1,83.11,2.68,NA,NA,Somewhat
2017-08-26,1,No,NA,NA,NA,NA,NA,395.7,232.04,1.71,NA,NA,Absolutely
2017-08-26,2,No,NA,NA,NA,NA,NA,440.7,184.64,2.39,NA,NA,NA
2017-08-26,3,No,NA,NA,NA,NA,NA,608.6,582.68,1.04,NA,NA,Absolutely
2017-08-26,6,No,NA,NA,NA,NA,NA,609.7,219.21,2.78,NA,NA,NA
2017-08-26,7,No,NA,NA,NA,NA,NA,598.6,458.39,1.31,NA,NA,Absolutely
2017-08-26,8,No,NA,NA,NA,NA,NA,569.3,476.25,1.2,NA,NA,Somewhat
2017-08-26,9,No,NA,NA,NA,NA,NA,210,283.93,0.74,NA,NA,NA
2017-08-26,11,No,NA,NA,NA,NA,NA,690,461.96,1.49,NA,NA,Absolutely
2017-08-26,12,No,NA,NA,NA,NA,NA,252.1,306.61,0.82,NA,NA,NA
2017-08-26,13,No,NA,NA,NA,NA,NA,668.6,628.39,1.06,NA,NA,Absolutely
2017-08-26,16,No,NA,NA,NA,NA,NA,223.1,83.11,2.68,NA,NA,NA
2017-08-26,17,Yes,Speed,30,4,120,330,232.1,156.25,1.49,8,8,NA
2017-08-26,17,Yes,Mobility/Recovery,60,0,30,NA,NA,NA,NA,8,8,NA
2017-08-26,17,Yes,Skills,60,3,180,NA,NA,NA,NA,8,8,NA
2017-08-25,1,Yes,Speed,60,4,240,1020,395.7,232.04,1.71,10,10,Absolutely
2017-08-25,1,Yes,Strength,90,6,540,NA,NA,NA,NA,10,10,Absolutely
2017-08-25,1,Yes,Skills,60,4,240,NA,NA,NA,NA,10,10,Absolutely
2017-08-25,2,Yes,Strength,90,7,630,900,440.7,184.64,2.39,NA,NA,NA
2017-08-25,2,Yes,Skills,90,3,270,NA,NA,NA,NA,NA,NA,NA
2017-08-25,3,Yes,Speed,60,5,300,1440,608.6,582.68,1.04,8,8,NA
2017-08-25,3,Yes,Strength,120,7,840,NA,NA,NA,NA,8,8,NA
2017-08-25,3,Yes,Skills,60,5,300,NA,NA,NA,NA,8,8,NA
2017-08-25,4,Yes,Speed,60,4,240,1170,554.3,460.89,1.2,8,8,NA
2017-08-25,4,Yes,Strength,110,6,660,NA,NA,NA,NA,8,8,NA
2017-08-25,4,Yes,Skills,90,3,270,NA,NA,NA,NA,8,8,NA
2017-08-25,5,Yes,Speed,30,4,120,420,227.1,186.43,1.22,NA,NA,NA
2017-08-25,5,Yes,Strength,60,5,300,NA,NA,NA,NA,NA,NA,NA
2017-08-25,6,Yes,Speed,60,6,360,1440,609.7,219.21,2.78,7,8,Absolutely
2017-08-25,6,Yes,Strength,105,8,840,NA,NA,NA,NA,7,8,Absolutely
2017-08-25,6,Yes,Skills,60,4,240,NA,NA,NA,NA,7,8,Absolutely
2017-08-25,7,Yes,Speed,60,5,300,1240,598.6,458.39,1.31,6,7,NA
2017-08-25,7,Yes,Strength,95,8,760,NA,NA,NA,NA,6,7,NA
2017-08-25,7,Yes,Skills,60,3,180,NA,NA,NA,NA,6,7,NA
2017-08-25,8,Yes,Speed,50,4,200,1190,569.3,476.25,1.2,4,7,NA
2017-08-25,8,Yes,Strength,90,9,810,NA,NA,NA,NA,4,7,NA
2017-08-25,8,Yes,Skills,60,3,180,NA,NA,NA,NA,4,7,NA
2017-08-25,9,Yes,Conditioning,30,5,150,450,327.1,283.93,1.15,10,10,Absolutely
2017-08-25,9,Yes,Strength,60,5,300,NA,NA,NA,NA,10,10,Absolutely
2017-08-25,10,Yes,Speed,45,3,135,135,349.3,345.71,1.01,0,0,NA
2017-08-25,11,Yes,Conditioning,75,3,225,1225,690,461.96,1.49,8,10,Absolutely
2017-08-25,11,Yes,Strength,100,7,700,NA,NA,NA,NA,8,10,Absolutely
2017-08-25,11,Yes,Skills,60,3,180,NA,NA,NA,NA,8,10,Absolutely
2017-08-25,11,Yes,Mobility/Recovery,60,2,120,NA,NA,NA,NA,8,10,Absolutely
2017-08-25,13,Yes,Speed,50,5,250,1390,668.6,628.39,1.06,9,9,Absolutely
2017-08-25,13,Yes,Strength,120,7,840,NA,NA,NA,NA,9,9,Absolutely
2017-08-25,13,Yes,Skills,60,5,300,NA,NA,NA,NA,9,9,Absolutely
2017-08-25,14,Yes,Speed,50,7,350,1550,636.4,536.32,1.19,8,9,NA
2017-08-25,14,Yes,Strength,120,7,840,NA,NA,NA,NA,8,9,NA
2017-08-25,14,Yes,Skills,90,4,360,NA,NA,NA,NA,8,9,NA
2017-08-25,16,Yes,Conditioning,30,1,30,345,223.1,83.11,2.68,9,9,NA
2017-08-25,16,Yes,Strength,65,3,195,NA,NA,NA,NA,9,9,NA
2017-08-25,16,Yes,Skills,70,0,0,NA,NA,NA,NA,9,9,NA
2017-08-25,16,Yes,Mobility/Recovery,60,2,120,NA,NA,NA,NA,9,9,NA
2017-08-24,2,Yes,Strength,80,6,480,720,312.1,152.5,2.05,9,9,NA
2017-08-24,2,Yes,Skills,80,3,240,NA,NA,NA,NA,9,9,NA
2017-08-24,3,Yes,Speed,30,4,120,600,402.9,531.25,0.76,8,8,NA
2017-08-24,3,Yes,Strength,45,4,180,NA,NA,NA,NA,8,8,NA
2017-08-24,3,Yes,Skills,75,4,300,NA,NA,NA,NA,8,8,NA
2017-08-24,4,Yes,Strength,70,5,350,800,387.1,419.11,0.92,8,8,NA
2017-08-24,4,Yes,Skills,90,5,450,NA,NA,NA,NA,8,8,NA
2017-08-24,6,Yes,Speed,20,3,60,588,404,167.79,2.41,7,9,NA
2017-08-24,6,Yes,Strength,40,4,160,NA,NA,NA,NA,7,9,NA
2017-08-24,6,Yes,Skills,90,4,360,NA,NA,NA,NA,7,9,NA
2017-08-24,6,Yes,Mobility/Recovery,15,0,8,NA,NA,NA,NA,7,9,NA
2017-08-24,7,Yes,Strength,60,5,300,660,421.4,414.11,1.02,8,8,NA
2017-08-24,7,Yes,Skills,90,4,360,NA,NA,NA,NA,8,8,NA
2017-08-24,8,Yes,Strength,60,7,420,645,399.3,433.75,0.92,5,4,NA
2017-08-24,8,Yes,Skills,75,3,225,NA,NA,NA,NA,5,4,NA
2017-08-24,9,No,NA,NA,NA,NA,NA,262.9,267.86,0.98,NA,NA,NA
2017-08-24,10,Yes,Strength,90,3,270,540,330,340.89,0.97,8,10,NA
2017-08-24,10,Yes,Skills,90,3,270,NA,NA,NA,NA,8,10,NA
2017-08-24,11,Yes,Conditioning,80,7,560,1400,515,418.21,1.23,8,9,Absolutely
2017-08-24,11,Yes,Strength,90,6,540,NA,NA,NA,NA,8,9,Absolutely
2017-08-24,11,Yes,Mobility/Recovery,60,3,180,NA,NA,NA,NA,8,9,Absolutely
2017-08-24,11,Yes,Skills,60,2,120,NA,NA,NA,NA,8,9,Absolutely
2017-08-24,12,Yes,Speed,20,2,40,355,252.1,306.61,0.82,8,8,NA
2017-08-24,12,Yes,Strength,45,3,135,NA,NA,NA,NA,8,8,NA
2017-08-24,12,Yes,Skills,60,3,180,NA,NA,NA,NA,8,8,NA
2017-08-24,13,Yes,Strength,70,6,420,870,470,578.75,0.81,8,8,NA
2017-08-24,13,Yes,Speed,90,5,450,NA,NA,NA,NA,8,8,NA
2017-08-24,14,Yes,Speed,15,3,45,675,415,480.96,0.86,8,8,NA
2017-08-24,14,Yes,Strength,45,4,180,NA,NA,NA,NA,8,8,NA
2017-08-24,14,Yes,Skills,90,5,450,NA,NA,NA,NA,8,8,NA
2017-08-24,16,Yes,Speed,30,3,90,420,173.9,70.79,2.46,9,9,NA
2017-08-24,16,Yes,Strength,75,4,300,NA,NA,NA,NA,9,9,NA
2017-08-24,16,Yes,Skills,80,0,0,NA,NA,NA,NA,9,9,NA
2017-08-24,16,Yes,Mobility/Recovery,30,1,30,NA,NA,NA,NA,9,9,NA
2017-08-24,17,Yes,Strength,60,4,240,420,185,144.46,1.28,5,7,NA
2017-08-24,17,Yes,Skills,60,3,180,NA,NA,NA,NA,5,7,NA
2017-08-23,1,Yes,Mobility/Recovery,40,0,0,0,427.9,195.61,2.19,0,NA,Absolutely
2017-08-23,2,Yes,Mobility/Recovery,45,1,45,45,377.1,126.79,2.97,NA,NA,NA
2017-08-23,3,Yes,Mobility/Recovery,60,3,180,270,529.3,509.82,1.04,8,8,NA
